1311622248 |*| 74360148
1047891351 |*| 388468978
1049097660 |*| 2083778052
1679108072 |*| 1465728243
1049088165 |*| 66296343
1677951090 |*| 1482875758
1676884326 |*| 369956395
1049494762 |*| 64378683
1048595118 |*| 589071842
1048639956 |*| 68811063
1498108705 |*| 690057536
1678118517 |*| 1258877157
1049361793 |*| 1734227789
1049379021 |*| 875342032
1049394288 |*| 167907078
1679049124 |*| 685303123
1049384656 |*| 1053344726
1049489617 |*| 991371972
1049205317 |*| 966973414
1675785274 |*| 771094971
1311006656 |*| 2102277783
1309699837 |*| 1677263935
1046744876 |*| 581014704
1679308791 |*| 957587912
1049102524 |*| 729936039
1311360400 |*| 252475787
1497908472 |*| 1515141
1496784583 |*| 128631928
1047170813 |*| 954817935
1047966853 |*| 114837335
1679229747 |*| 1193674127
1679229685 |*| 1715487753
1049455590 |*| 1249923831
1045677572 |*| 1059649360
1309020151 |*| 361444319
1678573725 |*| 576234161
1049483468 |*| 414599455
1678114787 |*| 2702129
1309164161 |*| 64058143
1309596527 |*| 1192062822
1679340512 |*| 82545923
1049015956 |*| 991826765
1049062003 |*| 1430525859
1049156320 |*| 1515231510
1497673419 |*| 171752081
1049145408 |*| 1858917878
1498175497 |*| 2111898
1047059849 |*| 432868660
1049396672 |*| 2241880
1049484820 |*| 1430670998
1310350599 |*| 305396298
1048595118 |*| 1396913449
1678790820 |*| 977327671
1048621953 |*| 1840936694
1679125957 |*| 1494492378
1048205913 |*| 308612577
1048909758 |*| 1793456901
1048463496 |*| 77474602
1497810224 |*| 1495729124
1679125957 |*| 2028552057
1048507608 |*| 66115
1048155441 |*| 598562910
1677627518 |*| 228836703
1311136011 |*| 1383974343
1048512721 |*| 1800956810
1308328143 |*| 1610287110
1309516525 |*| 2086969794
1678140627 |*| 936692380
1678361216 |*| 83839305
1049270133 |*| 272043579
1048282356 |*| 178245805
1046737719 |*| 1760948261
1311008557 |*| 683176950
1049476064 |*| 941703086
1047908194 |*| 1199721451
1309398843 |*| 1866976200
1049419430 |*| 1901490167
1047364916 |*| 1819281513
1308382630 |*| 1239278792
1496784583 |*| 152763371
1678466116 |*| 2064572456
1049244253 |*| 1588922795
1497174198 |*| 1040362761
1049468820 |*| 114652684
1047878368 |*| 71446187
1679197044 |*| 115566733
1049483403 |*| 2128055425
1309253624 |*| 2097613676
1045399008 |*| 1985791746
1048032537 |*| 1558594813
1049481404 |*| 2722176
1307673522 |*| 690911093
1049488279 |*| 700895842
1049424879 |*| 459942157
1679274567 |*| 2001359710
1497546035 |*| 1097634569
1676472374 |*| 788564347
1046726707 |*| 1883983667
1679400806 |*| 233516635
